dress_id,rgb,classified_color
B00811YRZ4,"[136, 173, 205]",white
B007QXS4QQ,"[43, 42, 42]",black
B004UWWJPI,"[73, 62, 82]",black
B00DGP0NIK,"[45, 46, 49]",black
B008HTC5FE,"[27, 26, 26]",black
B0099B3Z94,"[31, 73, 157]",blue
B008DV01U2,"[35, 74, 122]",black
B008CL1Z4Y,"[141, 139, 134]",white
B00BSWHOBM,"[104, 109, 113]",black
B007H0SLOS,"[36, 36, 36]",black
B00CSXFZ5C,"[28, 22, 26]",black
B00BW9LSCC,"[247, 245, 240]",white
B00BW9LSCC,"[245, 242, 235]",white
B002G4Z55S,"[30, 52, 107]",black
B00BSNK4BS,"[201, 185, 193]",white
B00CC6ZJPQ,"[53, 59, 115]",black
B00DLADAKS,"[246, 238, 234]",white
B00DPEC2JU,"[107, 55, 87]",black
B00A57J1NA,"[23, 21, 22]",black
B0085X4P78,"[202, 38, 39]",red
B00H93RRL6,"[244, 246, 246]",white
B009M28KOU,"[23, 24, 28]",black
B009M28KOU,"[23, 24, 28]",black
B003DQ2HHW,"[64, 58, 95]",black
B008M4QLLI,"[231, 230, 230]",white
B00DJZM7AE,"[222, 222, 221]",white
B00BJMMXTY,"[21, 45, 42]",black
B004HIMKE0,"[28, 27, 26]",black
B004P5PTH0,"[101, 14, 97]",black
B003UYT6L2,"[229, 225, 228]",white
B00BG0TKHW,"[29, 29, 28]",black
B00BG0TKHW,"[244, 244, 244]",white
B009EOLHNW,"[231, 230, 228]",white
B00BXZ24SM,"[249, 247, 246]",white
B00B81XW5A,"[59, 57, 65]",black
B00B81XW5A,"[59, 57, 65]",black
B002WVUC9Y,"[206, 202, 198]",white
B002WVUC9Y,"[39, 36, 34]",black
B007G687NS,"[31, 15, 31]",black
B008QJ3H20,"[177, 6, 52]",red
B005UD8GAS,"[13, 12, 14]",black
B009817LQI,"[217, 51, 68]",red
B009817LQI,"[217, 51, 68]",red
B008IDONFY,"[234, 216, 209]",white
B008IDONFY,"[236, 231, 221]",white
B008IDONFY,"[39, 43, 62]",black
B007WAU0BK,"[230, 87, 146]",red
B007WAU0BK,"[230, 87, 146]",red
B00ASK6R2W,"[32, 32, 33]",black
B00ASK6R2W,"[243, 243, 243]",white
B008ID8R60,"[20, 20, 19]",black
B00APVPM20,"[212, 208, 205]",white
B00BBAQ1X8,"[24, 25, 30]",black
B00BXDNK5K,"[233, 234, 241]",white
B001STTPEE,"[247, 216, 72]",white
B001STTPEE,"[247, 217, 73]",white
B00E98YVQ8,"[111, 113, 110]",black
B0091R892Y,"[240, 240, 240]",white
B008FCATEM,"[58, 125, 99]",black
B008FCATEM,"[65, 130, 104]",green
B00B40IE2Q,"[30, 31, 35]",black
B00B40IE2Q,"[27, 29, 32]",black
B008YF4PLS,"[25, 21, 25]",black
B008YF4PLS,"[25, 21, 25]",black
B008YF4PLS,"[29, 25, 28]",black
B008YF4PLS,"[24, 20, 24]",black
B0091QEZI2,"[204, 199, 175]",white
B0091QEZI2,"[204, 199, 175]",white
B00C3ZAXR0,"[59, 57, 60]",black
B00EXFP9N6,"[207, 28, 41]",red
B004OVDN6E,"[238, 236, 238]",white
B00378LHXQ,"[14, 12, 13]",black
B00378LHXQ,"[14, 12, 13]",black
B002EVPMLA,"[54, 52, 51]",black
B002EVPMLA,"[54, 52, 51]",black
B002EVPMLA,"[54, 52, 51]",black
B00FHVHTF6,"[228, 225, 231]",white
B00FHVHTF6,"[241, 238, 242]",white
B00A2IDTN0,"[102, 143, 132]",green
B00BV0XFHS,"[224, 220, 218]",white
B009EKMLZE,"[222, 13, 31]",red
B009EKMLZE,"[222, 13, 31]",red
B0087YZEES,"[20, 20, 20]",black
B0087YZEES,"[24, 21, 25]",black
B0057Z0846,"[85, 74, 79]",black
B0057Z0846,"[150, 93, 102]",red
B00CTUTXIY,"[245, 245, 243]",white
B00814KLSS,"[82, 110, 101]",black
B00AM1U4R6,"[159, 136, 130]",white
B00B62A9F2,"[46, 47, 45]",black
B005J92ZC8,"[56, 49, 59]",black
B005J92ZC8,"[55, 48, 58]",black
B005J92ZC8,"[55, 48, 58]",black
B00CQD6YCW,"[237, 234, 232]",white
B008PHPMXU,"[217, 215, 214]",white
B005ENJGTO,"[84, 58, 86]",black
B00591NHR8,"[250, 249, 243]",white
B009PYPP3E,"[85, 38, 118]",black
B0091GQTNQ,"[46, 100, 163]",blue
B0091GQTNQ,"[50, 100, 159]",blue
B005Q552XY,"[52, 60, 71]",black
B00D9Y6TKO,"[9, 81, 67]",black
B00BQZAX2I,"[28, 25, 30]",black
B007C7IXA8,"[95, 186, 185]",white
B002DI4PDK,"[15, 13, 15]",black
B002DI4PDK,"[26, 22, 25]",black
B002DI4PDK,"[16, 13, 15]",black
B00AIXP626,"[223, 194, 220]",white
B00AIXP626,"[224, 194, 220]",white
B00BB7OYIK,"[112, 111, 108]",black
B00BB7OYIK,"[112, 111, 108]",black
B004XDJM9K,"[158, 6, 22]",red
B00DT5G99O,"[217, 230, 232]",white
B004T0DE1E,"[216, 31, 59]",red
B008IE2H2O,"[26, 26, 24]",black
B008IE2H2O,"[244, 244, 244]",white
B008IE2H2O,"[27, 27, 26]",black
B00BOY1KAA,"[179, 185, 161]",white
B0062FMV1I,"[141, 174, 208]",white
B0062FMV1I,"[233, 234, 232]",white
B0062FMV1I,"[141, 173, 207]",white
B00AAN73Z2,"[56, 45, 46]",black
B00AAN73Z2,"[56, 45, 46]",black
B005N77UD0,"[24, 24, 25]",black
B005N77UD0,"[24, 24, 25]",black
B00B8GY1ZK,"[244, 33, 63]",red
B008FYW62I,"[146, 146, 146]",white
B008FYW62I,"[152, 152, 152]",white
B008FYW62I,"[139, 139, 139]",white
B00B0E2BK2,"[227, 69, 116]",red
B00CI06YAK,"[9, 88, 73]",black
B00B0AKDJC,"[232, 46, 55]",red
B004P5OZN4,"[10, 179, 182]",blue
B004P5OZN4,"[11, 179, 182]",blue
B00EFI4KUY,"[187, 33, 37]",red
B00CAMKI0I,"[238, 105, 108]",red
B00CAMKI0I,"[247, 240, 242]",white
B008HUMHLA,"[19, 17, 24]",black
B008XOBYGE,"[243, 68, 65]",red
B008XOBYGE,"[242, 68, 65]",red
B007E9XB88,"[190, 36, 40]",red
B007E9XB88,"[197, 42, 43]",red
B00DNV1IJK,"[23, 23, 24]",black
B00DNV1IJK,"[23, 23, 24]",black
B006DKKCEK,"[188, 194, 198]",white
B006DKKCEK,"[188, 193, 198]",white
B006ATDHUU,"[250, 245, 245]",white
B00FDZPS2M,"[215, 213, 206]",white
B006M3UPFY,"[95, 96, 92]",black
B0076FD1CQ,"[183, 179, 191]",white
B0058ZAYAS,"[23, 21, 24]",black
B004U90IKY,"[67, 24, 28]",black
B00G07IIVK,"[29, 22, 25]",black
B009ZYUSUE,"[23, 24, 24]",black
B009ZYUSUE,"[23, 24, 24]",black
B00D602B9O,"[51, 68, 88]",black
B00D602B9O,"[51, 68, 88]",black
B00AD11UB4,"[45, 54, 88]",black
B00AD11UB4,"[40, 49, 81]",black
B00AD11UB4,"[35, 43, 73]",black
B008BJLH0Y,"[115, 114, 107]",black
B002H0NF9O,"[231, 231, 236]",white
B00E94P2M4,"[58, 120, 179]",blue
B00E94P2M4,"[35, 46, 58]",black
B00E94P2M4,"[68, 127, 181]",blue
B00CWZACPE,"[26, 29, 26]",black
B0082CA9BI,"[233, 231, 229]",white
B00BUIT9PI,"[110, 110, 110]",black
B009UZLR26,"[34, 28, 28]",black
B0074Z72M8,"[224, 221, 224]",white
B00C1EN35C,"[239, 236, 238]",white
B00C1EN35C,"[241, 237, 239]",white
B00CO2O490,"[243, 249, 249]",white
B00B7W7GN4,"[214, 220, 230]",white
B008ZAYNUU,"[25, 29, 68]",black
B008AEE2AW,"[226, 223, 220]",white
B005J29V4K,"[208, 17, 72]",red
B004MC0QH4,"[52, 40, 44]",black
B00CKZJHHA,"[235, 233, 230]",white
B00450WQMG,"[10, 10, 10]",black
B007GSGOFO,"[237, 229, 233]",white
B004J254Z6,"[233, 233, 231]",white
B004J254Z6,"[230, 230, 230]",white
B004J254Z6,"[58, 56, 53]",black
B003EQ5548,"[23, 20, 28]",black
B003EQ5548,"[240, 239, 240]",white
B007WA0TIY,"[131, 24, 23]",red
B007WA0TIY,"[249, 247, 245]",white
B006MQT4BM,"[47, 40, 45]",black
B00CA3JIBC,"[220, 216, 215]",white
B00EFJIDLK,"[234, 122, 125]",red
B0058V5DCQ,"[234, 234, 232]",white
B0058V5DCQ,"[19, 20, 19]",black
B007ECB57O,"[250, 250, 239]",white
B0074H8JR8,"[111, 112, 117]",black
B00D86UK80,"[249, 246, 243]",white
B00D86UK80,"[249, 248, 246]",white
B00D86UK80,"[249, 247, 243]",white
B00BJZAAG4,"[236, 235, 237]",white
B00BJZAAG4,"[30, 22, 24]",black
B00BJZAAG4,"[19, 19, 19]",black
B006QSEFXS,"[173, 165, 69]",red
B006QSEFXS,"[177, 167, 69]",red
B00BRBCKW2,"[49, 50, 61]",black
B00BRBCKW2,"[221, 222, 230]",white
B00AIXI3JY,"[47, 57, 72]",black
B0089G1SEY,"[245, 244, 244]",white
B00841L4Y8,"[15, 15, 15]",black
B00CB08Y50,"[244, 244, 241]",white
B004N8FED8,"[10, 12, 62]",black
B00CIRLJHG,"[33, 31, 35]",black
B00CIRLJHG,"[33, 31, 35]",black
B00CIRLJHG,"[29, 27, 29]",black
B003VWY0VO,"[74, 70, 86]",black
B003VWY0VO,"[86, 82, 104]",black
B00FJJ2T9W,"[244, 105, 80]",red
B00FPRBNEA,"[22, 16, 16]",black
B0055QP29I,"[26, 22, 41]",black
B008QFSW8I,"[245, 238, 233]",white
B008QFSW8I,"[245, 244, 244]",white
B008QFSW8I,"[16, 13, 14]",black
B008QFSW8I,"[245, 244, 244]",white
B00AT9K65G,"[217, 214, 212]",white
B00AT9K65G,"[217, 214, 213]",white
B00EETDREE,"[236, 235, 230]",white
B00E6P8EFS,"[249, 247, 246]",white
B00E6P8EFS,"[249, 247, 247]",white
B00BCQM94Q,"[204, 201, 200]",white
B00BCQM94Q,"[204, 201, 199]",white
B00B8GYG78,"[247, 243, 248]",white
B00BIMTRBW,"[47, 59, 47]",black
B003BIF5R6,"[225, 90, 120]",red
B0055WQW4Q,"[82, 112, 123]",black
B00EYIN22C,"[191, 191, 194]",white
B00EYIN22C,"[205, 206, 209]",white
B004MDL4HY,"[29, 67, 150]",blue
B004MDL4HY,"[27, 61, 143]",blue
B008OTL242,"[56, 55, 54]",black
B008OTL242,"[59, 56, 52]",black
B0051BZ6VG,"[75, 134, 145]",blue
B008CE9CF0,"[13, 11, 13]",black
B0062ZT7QK,"[69, 69, 69]",black
B0062ZT7QK,"[247, 226, 215]",white
B009UWRVJC,"[39, 51, 45]",black
B004NG9TX6,"[205, 14, 54]",red
B002KCHHJS,"[215, 214, 212]",white
B00EPR1BNE,"[30, 24, 22]",black
B00EPR1BNE,"[30, 24, 22]",black
B002UMC4YQ,"[35, 31, 29]",black
B00E1IG6IC,"[36, 49, 89]",black
B006VA9B08,"[249, 245, 244]",white
B004ZWGH7E,"[26, 32, 41]",black
B00D73QYSY,"[220, 225, 208]",white
B008HSWX4I,"[71, 69, 72]",black
B008HSWX4I,"[14, 110, 138]",blue
B00BJS2KQY,"[38, 31, 36]",black
B00BJS2KQY,"[37, 31, 36]",black
B00BXRIWQS,"[84, 30, 39]",black
B00BXRIWQS,"[249, 245, 246]",white
B008CPO1VY,"[29, 125, 133]",blue
B007Z6D9FA,"[248, 246, 247]",white
B006J5VKOU,"[242, 242, 247]",white
B00194G2RQ,"[208, 204, 198]",white
B0077INCIU,"[245, 244, 244]",white
B0077INCIU,"[245, 244, 244]",white
B007TUE70S,"[220, 218, 215]",white
B00AVU3H0O,"[249, 246, 246]",white
B00AVU3H0O,"[133, 34, 45]",red
B00AVU3H0O,"[132, 34, 45]",red
B00B1TNTJS,"[41, 40, 37]",black
B00B1TNTJS,"[245, 244, 244]",white
B00B1TNTJS,"[245, 245, 245]",white
B00AFS3H52,"[246, 245, 236]",white
B00BUZLP5S,"[229, 228, 226]",white
B003DZ0ZTK,"[251, 250, 236]",white
B00CM73M3Q,"[195, 73, 72]",red
B005FOE5XO,"[31, 28, 31]",black
B00BTKDUB6,"[123, 111, 140]",blue
B00A2YVMRY,"[54, 52, 54]",black
B00A2YVMRY,"[51, 50, 51]",black
B0055COUCM,"[242, 241, 242]",white
B00DSIXYBI,"[65, 82, 110]",black
B002Z4LVMK,"[20, 21, 25]",black
B002Z4LVMK,"[20, 21, 25]",black
B008HZ5BK4,"[23, 22, 39]",black
B008HZ5BK4,"[17, 19, 37]",black
B008AHKD1G,"[24, 21, 19]",black
B008AHKD1G,"[24, 21, 19]",black
B00A2G9YW2,"[21, 20, 35]",black
B008BWOZFU,"[204, 205, 209]",white
B005LCB7MC,"[227, 69, 72]",red
B005LT0ZKA,"[36, 35, 42]",black
B005LT0ZKA,"[39, 39, 46]",black
B002QAZQGK,"[243, 243, 243]",white
B002QAZQGK,"[243, 243, 243]",white
B00CTRSDJC,"[223, 223, 221]",white
B00CTRSDJC,"[230, 231, 228]",white
B00925D2SQ,"[225, 195, 167]",white
B00BQLD3UQ,"[20, 20, 20]",black
B00BQLD3UQ,"[199, 36, 48]",red
B007ECAY58,"[28, 29, 31]",black
B005TCOUPA,"[34, 31, 30]",black
B0046QFKWW,"[24, 20, 13]",black
B004OLGO6A,"[53, 51, 52]",black
B008KKNFCC,"[42, 38, 44]",black
B008RUOZEC,"[32, 39, 122]",black
B008RUOZEC,"[32, 39, 122]",black
B008RUOZEC,"[32, 39, 122]",black
B00AA0CVGG,"[40, 39, 39]",black
B00AA0CVGG,"[29, 29, 30]",black
B00EH3BQNG,"[227, 33, 42]",red
B00E5WQ9YA,"[14, 12, 10]",black
B00E5WQ9YA,"[20, 19, 18]",black
B006ZIN4ZY,"[248, 246, 238]",white
B00E0KFP2O,"[216, 222, 212]",white
B0040NPFKI,"[30, 27, 30]",black
B006GF7OUW,"[23, 141, 129]",green
B006GF7OUW,"[23, 141, 129]",green
B00A7HGJI8,"[209, 208, 205]",white
B009IMRCSY,"[10, 10, 10]",black
B009IMRCSY,"[22, 22, 22]",black
B008BHIVTG,"[184, 69, 44]",red
B00CN5KY10,"[40, 36, 36]",black
B00F8OU148,"[127, 5, 7]",black
B00BPCY2UQ,"[230, 229, 229]",white
B009ATA480,"[31, 31, 36]",black
B00B78D542,"[76, 101, 122]",black
B008PJHPHE,"[242, 241, 242]",white
B00CFRSL6G,"[241, 237, 234]",white
B00CFRSL6G,"[50, 45, 45]",black
B0081XK7Y2,"[239, 238, 237]",white
B0081XK7Y2,"[239, 238, 237]",white
B00858AJO6,"[24, 24, 24]",black
B0092U0SJ2,"[27, 24, 27]",black
B00880HK2K,"[63, 168, 192]",blue
B00EZS2LE6,"[28, 28, 28]",black
B005NKB6YQ,"[230, 230, 230]",white
B005NKB6YQ,"[228, 228, 228]",white
B00ELV4GZ4,"[12, 159, 200]",blue
B00EKT1M18,"[66, 64, 68]",black
B00EKT1M18,"[66, 63, 68]",black
B00A7729BE,"[155, 83, 107]",red
B00D7IRJ0G,"[124, 100, 74]",black
B004PVTUKG,"[229, 227, 231]",white
B00AR560CU,"[47, 26, 24]",black
B00AQMT396,"[16, 106, 182]",blue
B0036Z32LA,"[245, 244, 245]",white
B0093UGICW,"[9, 9, 9]",black
B009FEC70S,"[230, 228, 224]",white
B00BMTKTI6,"[127, 68, 174]",blue
B00428H55Y,"[239, 233, 230]",white
B00428H55Y,"[239, 233, 230]",white
B005KJD0BC,"[20, 19, 24]",black
B005KJD0BC,"[20, 19, 24]",black
B00918V13M,"[49, 52, 55]",black
B0051895K2,"[55, 54, 47]",black
B007VE51IE,"[31, 31, 42]",black
B007VE51IE,"[36, 37, 48]",black
B008D59WU8,"[30, 27, 26]",black
B006MAUUH0,"[242, 241, 232]",white
B00DWJL61I,"[55, 55, 64]",black
B00BXWJIA2,"[228, 223, 230]",white
B00BXWJIA2,"[228, 223, 230]",white
B00DMUG7QQ,"[239, 238, 236]",white
B0094PFF7K,"[39, 37, 66]",black
B00CSYHSAQ,"[182, 177, 182]",white
B00D3XUG9G,"[243, 243, 243]",white
B004X2JYLC,"[38, 29, 32]",black
B00CX5Y36C,"[241, 241, 238]",white
B004H0O1Y0,"[217, 215, 218]",white
B00CJR1MMW,"[44, 42, 39]",black
B008LRMY3A,"[225, 228, 164]",white
B008LRMY3A,"[226, 228, 164]",white
B00E7TUQ2C,"[73, 110, 114]",black
B00E7TUQ2C,"[73, 110, 113]",black
B006YZLUF4,"[249, 248, 244]",white
B006YZLUF4,"[250, 249, 245]",white
B00C4Q2RO0,"[50, 62, 137]",blue
B00C4Q2RO0,"[48, 61, 135]",blue
B00E00INWI,"[246, 243, 240]",white
B0032AMWYW,"[19, 17, 18]",black
B0048KUKEE,"[226, 31, 66]",red
B0048KUKEE,"[226, 31, 66]",red
B005SWLQ1M,"[177, 198, 195]",white
B005XC6NPG,"[34, 29, 28]",black
B00109US84,"[244, 242, 243]",white
B007RBHK08,"[20, 19, 19]",black
B00FAUXPIY,"[45, 44, 49]",black
B00FAUXPIY,"[220, 217, 211]",white
B0091Q6HNI,"[216, 214, 213]",white
B002NPCHM4,"[22, 20, 23]",black
B007L3WHKK,"[238, 239, 237]",white
B004G6YFHS,"[155, 8, 8]",red
B004G6YFHS,"[154, 8, 9]",red
B00CXVMPUM,"[151, 110, 111]",red
B00B89L7LI,"[62, 62, 62]",black
B008BM16OS,"[19, 19, 19]",black
B009CESZF2,"[68, 68, 68]",black
B007RG5RJ4,"[19, 21, 21]",black
B007RG5RJ4,"[24, 25, 27]",black
B007WACY5K,"[20, 25, 37]",black
B008F48M6M,"[200, 167, 77]",red
B008F48M6M,"[55, 71, 130]",blue
B007CJM3XY,"[250, 250, 243]",white
B007CJM3XY,"[250, 249, 243]",white
B003IF9YKQ,"[19, 20, 27]",black
B002OE8DAO,"[245, 242, 239]",white
B002OE8DAO,"[245, 243, 240]",white
B00GJ826S6,"[188, 27, 28]",red
B00C20YQW4,"[204, 213, 216]",white
B00C20YQW4,"[210, 214, 216]",white
B001BKLD9K,"[43, 43, 42]",black
B007C4BTYS,"[31, 17, 20]",black
B007C4BTYS,"[25, 21, 24]",black
B00FI0LUII,"[225, 74, 57]",red
B00DDY3MNM,"[136, 92, 104]",red
B004KPL0W8,"[39, 38, 42]",black
B00BYFEYRA,"[237, 234, 234]",white
B00BYFEYRA,"[220, 218, 216]",white
B0050PRQPC,"[195, 199, 196]",white
B005A3LTXO,"[23, 25, 25]",black
B00767OHFY,"[249, 248, 238]",white
B009S3HPTE,"[29, 29, 29]",black
B004TLEX0E,"[250, 249, 231]",white
B005TMK7CA,"[222, 32, 66]",red
B005TMK7CA,"[209, 18, 54]",red
B00BFF9KRI,"[28, 26, 27]",black
B0012ZHRIK,"[139, 109, 124]",red
B00B0QDRZ8,"[150, 14, 29]",red
B00B0QDRZ8,"[150, 14, 29]",red
B0087YZLIW,"[8, 74, 97]",black
B0093GYGHA,"[19, 17, 19]",black
B0093GYGHA,"[18, 17, 19]",black
B00E2DR8SI,"[214, 215, 216]",white
B007U3P4LU,"[238, 237, 226]",white
B007U3P4LU,"[233, 232, 220]",white
B00AX35BHG,"[238, 123, 75]",red
B00AX35BHG,"[238, 125, 77]",red
B008622KSO,"[30, 30, 30]",black
B00CIAJ6Q4,"[44, 40, 38]",black
B00AOHOJN8,"[234, 230, 222]",white
B00AOHOJN8,"[234, 226, 205]",white
B00BCW752Q,"[247, 246, 245]",white
B00E52NXRQ,"[67, 66, 68]",black
B009S3EGJQ,"[244, 242, 239]",white
B009S3EGJQ,"[244, 242, 239]",white
B005XBSG98,"[37, 35, 35]",black
B009EONFVO,"[231, 220, 230]",white
B008BHANBA,"[236, 235, 230]",white
B008BHANBA,"[236, 235, 230]",white
B0076S6486,"[204, 29, 49]",red
B003LJXBUI,"[247, 243, 244]",white
B009IMOQC4,"[243, 242, 242]",white
B00DDJN54S,"[49, 49, 49]",black
B00CKG63DK,"[233, 230, 218]",white
B00CKG63DK,"[243, 241, 231]",white
B00BMD7TIA,"[209, 210, 205]",white
B006MOS6IQ,"[236, 233, 225]",white
B00CB92J48,"[176, 177, 174]",white
B008G41K6U,"[245, 245, 241]",white
B00870V2LG,"[216, 216, 223]",white
B00870V2LG,"[207, 208, 217]",white
B00876BSHI,"[65, 57, 101]",black
B004ISL0IQ,"[241, 238, 230]",white
B004ISL0IQ,"[232, 228, 222]",white
B004ISL0IQ,"[232, 228, 222]",white
B000IIXZ74,"[230, 231, 228]",white
B002X79Z0Y,"[244, 243, 242]",white
B00FTGZDXY,"[244, 241, 243]",white
B00AV5J6YK,"[94, 77, 107]",black
B0095D4JZU,"[67, 66, 76]",black
B0095D4JZU,"[67, 66, 76]",black
B00B89PJ4E,"[231, 239, 242]",white
B00B89PJ4E,"[231, 239, 242]",white
B008OIQEQ4,"[81, 59, 70]",black
B008OIQEQ4,"[249, 247, 245]",white
B008OIQEQ4,"[248, 245, 242]",white
B008FVESQS,"[193, 24, 62]",red
B0062R1L8A,"[41, 68, 83]",black
B003DOGHAC,"[30, 29, 22]",black
B00C61NS64,"[243, 243, 240]",white
B00C61NS64,"[243, 242, 240]",white
B00AYXA47W,"[50, 62, 137]",blue
B00AYXA47W,"[48, 61, 135]",blue
B0072326XC,"[185, 188, 201]",white
B007ZDHLDY,"[51, 49, 46]",black
B002CJFNEK,"[6, 43, 126]",black
B002CJFNEK,"[6, 43, 127]",black
B006UCPN4A,"[35, 29, 29]",black
B004YGQKYQ,"[142, 66, 106]",red
B003JQK7M8,"[36, 37, 51]",black
B004ZSQUX4,"[225, 223, 209]",white
B005WKBXHW,"[246, 240, 238]",white
B005WKBXHW,"[246, 240, 238]",white
B0084XXGS8,"[207, 204, 198]",white
B004ZF6T60,"[237, 237, 237]",white
B007YBDOSI,"[234, 234, 234]",white
B007YBDOSI,"[231, 231, 231]",white
B007YBDOSI,"[236, 236, 236]",white
B00BNOAKSY,"[223, 220, 217]",white
B00BNOAKSY,"[224, 220, 217]",white
B00D04330W,"[170, 177, 129]",white
B00D04330W,"[169, 175, 128]",white
B008Q03G9S,"[241, 240, 231]",white
B008Q03G9S,"[241, 240, 231]",white
B004BCZ51W,"[236, 235, 234]",white
B004U88WKI,"[45, 44, 56]",black
B004U88WKI,"[45, 44, 58]",black
B003UU1MMC,"[62, 40, 73]",black
B003UU1MMC,"[202, 109, 165]",white
B003UU1MMC,"[209, 121, 176]",white
B003JJSXJO,"[248, 241, 230]",white
B003JJSXJO,"[248, 243, 233]",white
B00B4IBVQY,"[67, 69, 70]",black
B00GIAF9GQ,"[42, 40, 37]",black
B00591GEMI,"[19, 16, 21]",black
B00B2TKVES,"[239, 237, 230]",white
B00BBLD1LC,"[242, 238, 241]",white
B00BBLD1LC,"[242, 238, 241]",white
B008PA95HG,"[236, 239, 242]",white
B008PA95HG,"[231, 239, 244]",white
B007RBHPOE,"[234, 232, 232]",white
B00BC0Q9HU,"[182, 179, 177]",white
B007PCR54A,"[199, 131, 93]",red
B009MB2V1E,"[206, 208, 211]",white
B00BSWX77C,"[231, 226, 229]",white
B00BSWX77C,"[231, 226, 228]",white
B00A1C4INC,"[223, 6, 19]",red
B004RDQ974,"[219, 223, 227]",white
B00361FMPS,"[241, 238, 241]",white
B00DVFJCY6,"[46, 44, 38]",black
B00A67G1OG,"[33, 31, 30]",black
B00EW87WZC,"[32, 29, 33]",black
B002PEZMUW,"[71, 69, 76]",black
B009990O5Y,"[59, 31, 66]",black
B009990O5Y,"[57, 29, 66]",black
B0087JI3TG,"[31, 28, 28]",black
B0087JI3TG,"[24, 22, 22]",black
B007E8M69Y,"[239, 236, 231]",white
B00A3HF8FW,"[27, 27, 26]",black
B008MVNLPU,"[68, 30, 85]",black
B008MVNLPU,"[74, 34, 96]",black
B00FI0LUCY,"[225, 74, 57]",red
B008BKY3BS,"[128, 9, 31]",red
B00BM0S36U,"[77, 93, 199]",blue
B00BM0S36U,"[226, 224, 213]",white
B007NA02HG,"[43, 36, 28]",black
B00ESJ00O0,"[151, 82, 123]",red
B00CDZBN74,"[243, 103, 132]",red
B00CDZBN74,"[243, 103, 132]",red
B005PWXSWU,"[30, 23, 61]",black
B005AQCH6E,"[68, 55, 67]",black
B007794WXI,"[237, 235, 239]",white
B007794WXI,"[237, 236, 239]",white
B005AWVFQG,"[228, 229, 228]",white
B005AWVFQG,"[228, 229, 228]",white
B00AIXPFR2,"[85, 93, 141]",blue
B00AIXPFR2,"[84, 93, 140]",blue
B00AHRMVMG,"[19, 19, 25]",black
B00AHRMVMG,"[19, 20, 29]",black
B0041D7ZPU,"[37, 31, 32]",black
B0041D7ZPU,"[29, 23, 23]",black
B0065L1UU2,"[244, 242, 243]",white
B0065L1UU2,"[244, 242, 243]",white
B00AFDJ0KS,"[225, 224, 223]",white
B00D8RZKNY,"[235, 227, 233]",white
B00D8RZKNY,"[242, 238, 240]",white
B008PASLO4,"[247, 245, 236]",white
B00C40UACM,"[52, 117, 137]",blue
B008CFECDG,"[242, 242, 241]",white
B003COZ89O,"[242, 243, 245]",white
B003COZ89O,"[131, 148, 204]",white
B003COZ89O,"[132, 149, 206]",white
B00BTYZ35I,"[198, 185, 194]",white
B006WXZASQ,"[92, 69, 134]",blue
B00A3NBGAM,"[40, 37, 44]",black
B00B5JQIPQ,"[78, 85, 116]",black
B00B5JQIPQ,"[81, 87, 118]",black
B0086TIZ4K,"[206, 185, 204]",white
B0086TIZ4K,"[206, 192, 204]",white
B008E2PMC2,"[212, 219, 228]",white
B00CY8XCAG,"[73, 70, 105]",black
B00CY8XCAG,"[73, 70, 105]",black
B00B8REO6A,"[176, 197, 211]",white
B00AKMLQRO,"[31, 31, 31]",black
B00AKMLQRO,"[33, 33, 33]",black
B00AKMLQRO,"[39, 39, 40]",black
B00AKMLQRO,"[31, 31, 31]",black
B00AKMLQRO,"[36, 36, 37]",black
B006WJ7JK2,"[205, 197, 201]",white
B006WJ7JK2,"[206, 197, 202]",white
B00DGYJACG,"[233, 233, 233]",white
B00DGYJACG,"[82, 181, 155]",green
B00BY8MY4C,"[232, 231, 229]",white
B00BY8MY4C,"[232, 231, 228]",white
B0052R8BM0,"[65, 89, 103]",black
B0052R8BM0,"[65, 89, 103]",black
B00DW5F84I,"[218, 34, 41]",red
B00A7VL7X6,"[43, 44, 44]",black
B005K94B7E,"[221, 211, 219]",white
B0074W1EHK,"[156, 128, 165]",white
B0074W1EHK,"[156, 128, 165]",white
B009IO0L1W,"[203, 198, 189]",white
B009IO0L1W,"[203, 199, 189]",white
B008FXBB9I,"[32, 29, 27]",black
B008FXBB9I,"[11, 11, 12]",black
B008FXBB9I,"[11, 11, 12]",black
B0060FB1QG,"[74, 177, 115]",green
B007Y3CO3C,"[71, 69, 71]",black
B007Y3CO3C,"[71, 69, 71]",black
B008MMLRNC,"[27, 40, 56]",black
B0053O796Q,"[14, 13, 14]",black
B0053O796Q,"[21, 19, 21]",black
B0053O796Q,"[13, 12, 13]",black
B00DN1N4B0,"[100, 34, 76]",black
B00DN1N4B0,"[100, 35, 77]",black
B00C2MFMTI,"[217, 215, 210]",white
B0085F3RB6,"[43, 42, 46]",black
B0085F3RB6,"[43, 42, 46]",black
B00AJXPE8Q,"[188, 206, 202]",white
B007ZXM7BK,"[119, 157, 156]",white
B007WA21XA,"[46, 61, 60]",black
B00BU9NDY0,"[192, 190, 193]",white
B00BU9NDY0,"[192, 190, 193]",white
B00CU7260I,"[57, 57, 61]",black
B00BNFFTOS,"[76, 98, 112]",black
B00BNFFTOS,"[76, 98, 112]",black
B009ANVHJG,"[250, 245, 246]",white
